trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"Zero (From ""Vanitas no Carte"")",Akano,179599,,,,,,,,,,,,,,,,,,,
Zeroes & Ones,Yoe Mase,45625,,0.706,0.56,2.0,-5.924,1.0,0.0719,0.519,0.0,0.114,0.59,137.08,audio_features,6U6j7rRA3s96GzMRqrgtu4,spotify:track:6U6j7rRA3s96GzMRqrgtu4,https://api.spotify.com/v1/tracks/6U6j7rRA3s96GzMRqrgtu4,https://api.spotify.com/v1/audio-analysis/6U6j7rRA3s96GzMRqrgtu4,169927.0,4.0
Zeta Halo,Curtis Schweitzer,3764141,indie game soundtrack,0.175,0.122,11.0,-24.231,0.0,0.04,0.988,0.967,0.0819,0.0362,136.607,audio_features,5P9YtbHxyGuZx9OOxrKr1L,spotify:track:5P9YtbHxyGuZx9OOxrKr1L,https://api.spotify.com/v1/tracks/5P9YtbHxyGuZx9OOxrKr1L,https://api.spotify.com/v1/audio-analysis/5P9YtbHxyGuZx9OOxrKr1L,211147.0,3.0
Zinda,Amit Trivedi,241912,filmi,0.688,0.701,3.0,-7.505,1.0,0.0298,0.06,0.0301,0.271,0.385,110.019,audio_features,6k3XXCE1ZzwevQlxf8dNaw,spotify:track:6k3XXCE1ZzwevQlxf8dNaw,https://api.spotify.com/v1/tracks/6k3XXCE1ZzwevQlxf8dNaw,https://api.spotify.com/v1/audio-analysis/6k3XXCE1ZzwevQlxf8dNaw,232505.0,4.0
Zinda,Shankar-Ehsaan-Loy,211120,filmi,0.603,0.708,4.0,-7.047,0.0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,audio_features,7vZz8oJ5qAqB9MghufRK5k,spotify:track:7vZz8oJ5qAqB9MghufRK5k,https://api.spotify.com/v1/tracks/7vZz8oJ5qAqB9MghufRK5k,https://api.spotify.com/v1/audio-analysis/7vZz8oJ5qAqB9MghufRK5k,211120.0,4.0
Zindagi Do Pal Ki,KK,4125,filmi,0.678,0.771,6.0,-2.849,1.0,0.0266,0.0277,0.00253,0.149,0.462,105.976,audio_features,3s6H6UW7yPu2rsF8CGki60,spotify:track:3s6H6UW7yPu2rsF8CGki60,https://api.spotify.com/v1/tracks/3s6H6UW7yPu2rsF8CGki60,https://api.spotify.com/v1/audio-analysis/3s6H6UW7yPu2rsF8CGki60,253200.0,4.0
Zindagi Kuch Toh Bata (Reprise),Jubin Nautiyal,258878,,,,,,,,,,,,,,,,,,,
Zingaat,Ajay-Atul,315523,,,,,,,,,,,,,,,,,,,
Zombie,The Cranberries,612880,irish rock,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440.0,4.0
[Chali],Linkin Park,23535,alternative metal,0.631,0.736,7.0,-6.96,0.0,0.0682,0.0336,0.0124,0.3,0.645,95.091,audio_features,74vx4esXPmbR3TFhqpOtyc,spotify:track:74vx4esXPmbR3TFhqpOtyc,https://api.spotify.com/v1/tracks/74vx4esXPmbR3TFhqpOtyc,https://api.spotify.com/v1/audio-analysis/74vx4esXPmbR3TFhqpOtyc,212293.0,4.0
[Riff Raff],Linkin Park,21535,alternative metal,0.474,0.301,5.0,-20.233,1.0,0.0973,0.993,1.14e-05,0.545,0.962,130.985,audio_features,3LIe8IvE9X2Eh8K1UZ8Qm7,spotify:track:3LIe8IvE9X2Eh8K1UZ8Qm7,https://api.spotify.com/v1/tracks/3LIe8IvE9X2Eh8K1UZ8Qm7,https://api.spotify.com/v1/audio-analysis/3LIe8IvE9X2Eh8K1UZ8Qm7,21907.0,4.0
[Stef],Linkin Park,9962,alternative metal,0.0,0.305,11.0,-21.081,0.0,0.0,0.992,0.0,0.589,0.0,0.0,audio_features,4XQCxOjh4iFofXqTFStUKx,spotify:track:4XQCxOjh4iFofXqTFStUKx,https://api.spotify.com/v1/tracks/4XQCxOjh4iFofXqTFStUKx,https://api.spotify.com/v1/audio-analysis/4XQCxOjh4iFofXqTFStUKx,10027.0,0.0
[i was all you needed],Saint Romain,59045,,0.823,0.272,1.0,-14.715,0.0,0.622,0.922,0.154,0.194,0.745,140.215,audio_features,11aL3xQFQRj0xJZb0tihFg,spotify:track:11aL3xQFQRj0xJZb0tihFg,https://api.spotify.com/v1/tracks/11aL3xQFQRj0xJZb0tihFg,https://api.spotify.com/v1/audio-analysis/11aL3xQFQRj0xJZb0tihFg,84245.0,4.0
a song from yesterday,Forrest Nolan,397440,modern indie pop,0.761,0.415,1.0,-8.43,1.0,0.114,0.54,0.0,0.105,0.725,93.933,audio_features,1rIvV3vogPZDoEz4Ra0bei,spotify:track:1rIvV3vogPZDoEz4Ra0bei,https://api.spotify.com/v1/tracks/1rIvV3vogPZDoEz4Ra0bei,https://api.spotify.com/v1/audio-analysis/1rIvV3vogPZDoEz4Ra0bei,198720.0,4.0
abcdefu,GAYLE,337202,modern alternative pop,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602.0,4.0
ad meliora,THE CHARM PARK,641898,japanese alternative pop,0.583,0.552,9.0,-9.369,1.0,0.0348,0.675,0.241,0.146,0.375,83.924,audio_features,4rzw37fRwEoUDx7gulKKHN,spotify:track:4rzw37fRwEoUDx7gulKKHN,https://api.spotify.com/v1/tracks/4rzw37fRwEoUDx7gulKKHN,https://api.spotify.com/v1/audio-analysis/4rzw37fRwEoUDx7gulKKHN,216967.0,4.0
affection,BETWEEN FRIENDS,5557135,indie pop,0.394,0.565,2.0,-7.264,1.0,0.126,0.518,1.68e-06,0.0853,0.308,90.773,audio_features,4LyIHEDbAWDeKV0JbVZae9,spotify:track:4LyIHEDbAWDeKV0JbVZae9,https://api.spotify.com/v1/tracks/4LyIHEDbAWDeKV0JbVZae9,https://api.spotify.com/v1/audio-analysis/4LyIHEDbAWDeKV0JbVZae9,235226.0,4.0
aftermath,vaultboy,5101605,singer-songwriter pop,0.617,0.38,9.0,-9.275,1.0,0.0361,0.018,0.0,0.112,0.192,116.961,audio_features,4nzBST9JdZIy9qfilr93Po,spotify:track:4nzBST9JdZIy9qfilr93Po,https://api.spotify.com/v1/tracks/4nzBST9JdZIy9qfilr93Po,https://api.spotify.com/v1/audio-analysis/4nzBST9JdZIy9qfilr93Po,166610.0,4.0
afterthoughts,renforshort,1402568,alt z,0.51,0.229,6.0,-11.394,1.0,0.0352,0.86,3.03e-05,0.118,0.107,93.309,audio_features,1ERCrZMVMSpqDW4zmr4sRc,spotify:track:1ERCrZMVMSpqDW4zmr4sRc,https://api.spotify.com/v1/tracks/1ERCrZMVMSpqDW4zmr4sRc,https://api.spotify.com/v1/audio-analysis/1ERCrZMVMSpqDW4zmr4sRc,175321.0,4.0
again,YUI,530354,j-pop,0.595,0.83,4.0,-3.836,0.0,0.0379,0.046,0.0,0.361,0.494,139.922,audio_features,4OQq1bcP12GQQXJNupxqfR,spotify:track:4OQq1bcP12GQQXJNupxqfR,https://api.spotify.com/v1/tracks/4OQq1bcP12GQQXJNupxqfR,https://api.spotify.com/v1/audio-analysis/4OQq1bcP12GQQXJNupxqfR,254347.0,4.0
agenda,che,78288,rage rap,0.547,0.453,3.0,-8.779,1.0,0.0358,0.189,0.0329,0.119,0.412,73.016,audio_features,3nDjCWmn3FHTI9q8y2twLS,spotify:track:3nDjCWmn3FHTI9q8y2twLS,https://api.spotify.com/v1/tracks/3nDjCWmn3FHTI9q8y2twLS,https://api.spotify.com/v1/audio-analysis/3nDjCWmn3FHTI9q8y2twLS,99127.0,4.0
ain't love,blackbear,192972,,,,,,,,,,,,,,,,,,,
ain't trippin,blackbear,185244,,,,,,,,,,,,,,,,,,,
airplane thoughts,dhruv,210405,nyc pop,0.677,0.454,2.0,-8.555,0.0,0.0673,0.83,8.55e-05,0.274,0.273,80.045,audio_features,4t5joZkdlXlvzLXJbkgppJ,spotify:track:4t5joZkdlXlvzLXJbkgppJ,https://api.spotify.com/v1/tracks/4t5joZkdlXlvzLXJbkgppJ,https://api.spotify.com/v1/audio-analysis/4t5joZkdlXlvzLXJbkgppJ,210406.0,4.0
all I want is you,Rebzyyx,151415,hyperpop,0.46,0.999,11.0,-1.307,1.0,0.325,0.112,0.0,0.245,0.779,145.911,audio_features,7lOvJBqH38ZY59eLU7bioq,spotify:track:7lOvJBqH38ZY59eLU7bioq,https://api.spotify.com/v1/tracks/7lOvJBqH38ZY59eLU7bioq,https://api.spotify.com/v1/audio-analysis/7lOvJBqH38ZY59eLU7bioq,151415.0,4.0
all dogs go to heaven - outro,glaive,176639,glitchcore,0.575,0.454,3.0,-6.359,1.0,0.0283,0.241,0.0,0.102,0.0762,81.991,audio_features,3jjRnMBYlygg5GzqtiMjgr,spotify:track:3jjRnMBYlygg5GzqtiMjgr,https://api.spotify.com/v1/tracks/3jjRnMBYlygg5GzqtiMjgr,https://api.spotify.com/v1/audio-analysis/3jjRnMBYlygg5GzqtiMjgr,143415.0,4.0
all my ghosts,Lizzy McAlpine,10733257,alt z,0.638,0.293,3.0,-11.703,1.0,0.0478,0.342,0.000624,0.448,0.488,155.083,audio_features,46BHP7nFOrGQPLW8mCxzZr,spotify:track:46BHP7nFOrGQPLW8mCxzZr,https://api.spotify.com/v1/tracks/46BHP7nFOrGQPLW8mCxzZr,https://api.spotify.com/v1/audio-analysis/46BHP7nFOrGQPLW8mCxzZr,197032.0,4.0
all night (feat. Trippie Redd),S-X,187200,instrumental grime,0.481,0.645,0.0,-4.985,1.0,0.0466,0.104,1.02e-06,0.232,0.398,184.841,audio_features,0RW7ykDvCSTMF5FT4lIFfL,spotify:track:0RW7ykDvCSTMF5FT4lIFfL,https://api.spotify.com/v1/tracks/0RW7ykDvCSTMF5FT4lIFfL,https://api.spotify.com/v1/audio-analysis/0RW7ykDvCSTMF5FT4lIFfL,187213.0,4.0
all the kids are depressed,Jeremy Zucker,3278108,alt z,0.773,0.437,9.0,-8.281,1.0,0.0963,0.836,2.42e-05,0.544,0.707,103.861,audio_features,75ls0gurX68lUmMjE7QcsE,spotify:track:75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/tracks/75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/audio-analysis/75ls0gurX68lUmMjE7QcsE,169973.0,4.0
alone in a room full of people,blackbear,154589,pop,0.637,0.853,4.0,-4.014,1.0,0.0853,0.2,0.0,0.311,0.648,162.093,audio_features,6D7Y1ifRZYfqaTvffJ2zGT,spotify:track:6D7Y1ifRZYfqaTvffJ2zGT,https://api.spotify.com/v1/tracks/6D7Y1ifRZYfqaTvffJ2zGT,https://api.spotify.com/v1/audio-analysis/6D7Y1ifRZYfqaTvffJ2zGT,154814.0,4.0
"always, i'll care",Jeremy Zucker,4556578,alt z,0.732,0.221,6.0,-12.623,1.0,0.056,0.897,2.62e-05,0.11,0.677,105.165,audio_features,0rbKrBvZUYY9GN9l057BuY,spotify:track:0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/tracks/0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/audio-analysis/0rbKrBvZUYY9GN9l057BuY,146160.0,4.0
am i the only one,mj apanay,3109,bedroom r&b,0.34,0.928,1.0,-2.166,0.0,0.0745,0.0947,0.0,0.0353,0.643,94.516,audio_features,2GLQX8pvF8XOub6eH15FU5,spotify:track:2GLQX8pvF8XOub6eH15FU5,https://api.spotify.com/v1/tracks/2GLQX8pvF8XOub6eH15FU5,https://api.spotify.com/v1/audio-analysis/2GLQX8pvF8XOub6eH15FU5,218368.0,4.0
among the stars,Arya,359488,,0.326,0.0643,1.0,-26.62,1.0,0.0467,0.959,0.887,0.108,0.107,64.979,audio_features,36vuRHXbvbWFzn8wvK2AME,spotify:track:36vuRHXbvbWFzn8wvK2AME,https://api.spotify.com/v1/tracks/36vuRHXbvbWFzn8wvK2AME,https://api.spotify.com/v1/audio-analysis/36vuRHXbvbWFzn8wvK2AME,179745.0,4.0
as long as i have you,Foster,162217,sad lo-fi,0.518,0.605,5.0,-7.032,0.0,0.181,0.1,3.47e-06,0.219,0.319,79.641,audio_features,01TtrmZEiYitpwDUcPQ6dj,spotify:track:01TtrmZEiYitpwDUcPQ6dj,https://api.spotify.com/v1/tracks/01TtrmZEiYitpwDUcPQ6dj,https://api.spotify.com/v1/audio-analysis/01TtrmZEiYitpwDUcPQ6dj,162218.0,4.0
as long as you care,Ruel,699904,alt z,0.55,0.591,1.0,-6.833,1.0,0.0377,0.00692,0.0,0.11,0.308,78.68,audio_features,0GQqQ7dA7B4mcEktSZaOUp,spotify:track:0GQqQ7dA7B4mcEktSZaOUp,https://api.spotify.com/v1/tracks/0GQqQ7dA7B4mcEktSZaOUp,https://api.spotify.com/v1/audio-analysis/0GQqQ7dA7B4mcEktSZaOUp,193189.0,4.0
astral step,shadowraze,92993,russian drain,0.795,0.624,7.0,-7.245,1.0,0.292,0.0131,0.0,0.102,0.693,95.018,audio_features,47iHvzU9Po0e6raFlgLBOF,spotify:track:47iHvzU9Po0e6raFlgLBOF,https://api.spotify.com/v1/tracks/47iHvzU9Po0e6raFlgLBOF,https://api.spotify.com/v1/audio-analysis/47iHvzU9Po0e6raFlgLBOF,121159.0,4.0
astrid,glaive,101744,glitchcore,0.497,0.759,9.0,-6.8,1.0,0.19,0.109,0.0,0.112,0.206,169.476,audio_features,3SpRtNO7GKWaFyWydXArvn,spotify:track:3SpRtNO7GKWaFyWydXArvn,https://api.spotify.com/v1/tracks/3SpRtNO7GKWaFyWydXArvn,https://api.spotify.com/v1/audio-analysis/3SpRtNO7GKWaFyWydXArvn,101938.0,4.0
at least i look cool,Sasha Alex Sloan,195895,alt z,0.828,0.349,6.0,-9.96,0.0,0.17,0.647,1.57e-05,0.105,0.282,130.074,audio_features,2eLDUK7EkpENZkDL9O5yhz,spotify:track:2eLDUK7EkpENZkDL9O5yhz,https://api.spotify.com/v1/tracks/2eLDUK7EkpENZkDL9O5yhz,https://api.spotify.com/v1/audio-analysis/2eLDUK7EkpENZkDL9O5yhz,171695.0,4.0
at least i'm pretty,Harriette,2179489,,0.86,0.422,1.0,-9.785,1.0,0.0296,0.541,0.00449,0.139,0.523,99.958,audio_features,69BSm4vFLLo4L8nUulybMc,spotify:track:69BSm4vFLLo4L8nUulybMc,https://api.spotify.com/v1/tracks/69BSm4vFLLo4L8nUulybMc,https://api.spotify.com/v1/audio-analysis/69BSm4vFLLo4L8nUulybMc,106800.0,4.0
august,Taylor Swift,1108,pop,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923.0,4.0
avalanche,Christian French,5049390,alt z,0.636,0.864,11.0,-3.919,1.0,0.0491,0.0314,0.0,0.102,0.892,160.009,audio_features,1RlmAzI27AlIpvoRN3u6Iy,spotify:track:1RlmAzI27AlIpvoRN3u6Iy,https://api.spotify.com/v1/tracks/1RlmAzI27AlIpvoRN3u6Iy,https://api.spotify.com/v1/audio-analysis/1RlmAzI27AlIpvoRN3u6Iy,199512.0,4.0
backwards,ChrispyD,277754,,0.771,0.653,1.0,-7.769,1.0,0.0346,0.222,0.0,0.0943,0.661,140.021,audio_features,0Tzwe4DT6IZpfIxxzUAnoq,spotify:track:0Tzwe4DT6IZpfIxxzUAnoq,https://api.spotify.com/v1/tracks/0Tzwe4DT6IZpfIxxzUAnoq,https://api.spotify.com/v1/audio-analysis/0Tzwe4DT6IZpfIxxzUAnoq,138857.0,4.0
bad day,blackbear,159147,pop,0.592,0.777,9.0,-5.001,1.0,0.258,0.0948,0.0,0.18,0.404,154.939,audio_features,7jCSncvK7rzgYQehMosoM3,spotify:track:7jCSncvK7rzgYQehMosoM3,https://api.spotify.com/v1/tracks/7jCSncvK7rzgYQehMosoM3,https://api.spotify.com/v1/audio-analysis/7jCSncvK7rzgYQehMosoM3,159193.0,4.0
bad ones,Tate McRae,2892026,alt z,0.692,0.431,6.0,-11.884,1.0,0.0335,0.305,1.39e-05,0.132,0.327,138.925,audio_features,6CYT0souHUHKTO4EMzTUFg,spotify:track:6CYT0souHUHKTO4EMzTUFg,https://api.spotify.com/v1/tracks/6CYT0souHUHKTO4EMzTUFg,https://api.spotify.com/v1/audio-analysis/6CYT0souHUHKTO4EMzTUFg,183133.0,4.0
bad vibes forever,XXXTENTACION,87623,emo rap,0.8,0.526,8.0,-5.153,1.0,0.0716,0.334,0.00174,0.0571,0.746,129.874,audio_features,03eJ2DclFWXYU8GWgANdmZ,spotify:track:03eJ2DclFWXYU8GWgANdmZ,https://api.spotify.com/v1/tracks/03eJ2DclFWXYU8GWgANdmZ,https://api.spotify.com/v1/audio-analysis/03eJ2DclFWXYU8GWgANdmZ,150475.0,4.0
bastard,glaive,245860,glitchcore,0.651,0.589,2.0,-4.844,1.0,0.0556,0.0233,0.0,0.111,0.347,81.567,audio_features,22MVIVqYMJbhA5OHRNRzdS,spotify:track:22MVIVqYMJbhA5OHRNRzdS,https://api.spotify.com/v1/tracks/22MVIVqYMJbhA5OHRNRzdS,https://api.spotify.com/v1/audio-analysis/22MVIVqYMJbhA5OHRNRzdS,123036.0,4.0
before I close my eyes,XXXTENTACION,5031,emo rap,0.356,0.143,9.0,-15.148,1.0,0.0388,0.976,1.89e-05,0.111,0.334,75.522,audio_features,16x9bQHw8TBNaGDyULvwad,spotify:track:16x9bQHw8TBNaGDyULvwad,https://api.spotify.com/v1/tracks/16x9bQHw8TBNaGDyULvwad,https://api.spotify.com/v1/audio-analysis/16x9bQHw8TBNaGDyULvwad,99658.0,4.0
big talk,Marco Luka,122191,,0.901,0.379,5.0,-8.861,0.0,0.229,0.324,0.0,0.158,0.627,126.974,audio_features,4lghbrxf9haQUp6BuRjAEq,spotify:track:4lghbrxf9haQUp6BuRjAEq,https://api.spotify.com/v1/tracks/4lghbrxf9haQUp6BuRjAEq,https://api.spotify.com/v1/audio-analysis/4lghbrxf9haQUp6BuRjAEq,122213.0,4.0
blind,ROLE MODEL,1239805,alt z,0.765,0.663,0.0,-5.223,1.0,0.0652,0.141,0.000297,0.0924,0.686,150.091,audio_features,0NuWgxEp51CutD2pJoF4OM,spotify:track:0NuWgxEp51CutD2pJoF4OM,https://api.spotify.com/v1/tracks/0NuWgxEp51CutD2pJoF4OM,https://api.spotify.com/v1/audio-analysis/0NuWgxEp51CutD2pJoF4OM,153293.0,4.0
bloody friday,mioskii,9413155,,0.684,0.874,1.0,-4.072,0.0,0.0299,0.0848,0.0189,0.129,0.93,140.037,audio_features,7fClofbhUwL4zyirAk4x3K,spotify:track:7fClofbhUwL4zyirAk4x3K,https://api.spotify.com/v1/tracks/7fClofbhUwL4zyirAk4x3K,https://api.spotify.com/v1/audio-analysis/7fClofbhUwL4zyirAk4x3K,166286.0,4.0
blue bird,Zachary Knowles,4225562,bedroom soul,0.597,0.266,3.0,-8.973,1.0,0.028,0.805,0.0,0.128,0.352,129.981,audio_features,6mvjHs3ARC10teeMFZ4kh5,spotify:track:6mvjHs3ARC10teeMFZ4kh5,https://api.spotify.com/v1/tracks/6mvjHs3ARC10teeMFZ4kh5,https://api.spotify.com/v1/audio-analysis/6mvjHs3ARC10teeMFZ4kh5,221077.0,4.0
bluebonnets,Austin George,126000,dark r&b,0.591,0.694,10.0,-9.48,1.0,0.0597,0.315,0.0,0.472,0.51,86.001,audio_features,0bIHWAGW7gahdRc4JP2Eup,spotify:track:0bIHWAGW7gahdRc4JP2Eup,https://api.spotify.com/v1/tracks/0bIHWAGW7gahdRc4JP2Eup,https://api.spotify.com/v1/audio-analysis/0bIHWAGW7gahdRc4JP2Eup,126000.0,4.0
broken parts,clide,2640200,singer-songwriter pop,0.485,0.139,0.0,-12.416,1.0,0.0663,0.847,0.0,0.11,0.236,151.322,audio_features,0BB8adTPSIZedvDapPJ2Bs,spotify:track:0BB8adTPSIZedvDapPJ2Bs,https://api.spotify.com/v1/tracks/0BB8adTPSIZedvDapPJ2Bs,https://api.spotify.com/v1/audio-analysis/0BB8adTPSIZedvDapPJ2Bs,185026.0,3.0
brutal,Olivia Rodrigo,764066,pop,0.672,0.526,4.0,-6.446,1.0,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,audio_features,6SRsiMl7w1USE4mFqrOhHC,spotify:track:6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/tracks/6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/audio-analysis/6SRsiMl7w1USE4mFqrOhHC,143747.0,4.0
butterfly,Sody,30000,alt z,0.588,0.625,0.0,-9.502,1.0,0.212,0.69,4.38e-06,0.0799,0.116,121.809,audio_features,34ZfAjSGM4vxJ1P6N5geSp,spotify:track:34ZfAjSGM4vxJ1P6N5geSp,https://api.spotify.com/v1/tracks/34ZfAjSGM4vxJ1P6N5geSp,https://api.spotify.com/v1/audio-analysis/34ZfAjSGM4vxJ1P6N5geSp,189013.0,4.0
buzzkill,MOTHICA,139800,alt z,0.638,0.755,8.0,-5.614,0.0,0.0682,0.362,3.09e-06,0.329,0.739,169.953,audio_features,2LxAjX7VN5LJfSY7QJt7XQ,spotify:track:2LxAjX7VN5LJfSY7QJt7XQ,https://api.spotify.com/v1/tracks/2LxAjX7VN5LJfSY7QJt7XQ,https://api.spotify.com/v1/audio-analysis/2LxAjX7VN5LJfSY7QJt7XQ,140111.0,4.0
can I call you back?,shy martin,153058,alt z,0.647,0.319,9.0,-9.987,1.0,0.0367,0.827,0.0,0.133,0.267,126.243,audio_features,3bWubl9oMzs5Z1n5KZXSSz,spotify:track:3bWubl9oMzs5Z1n5KZXSSz,https://api.spotify.com/v1/tracks/3bWubl9oMzs5Z1n5KZXSSz,https://api.spotify.com/v1/audio-analysis/3bWubl9oMzs5Z1n5KZXSSz,153059.0,4.0
can you hear me?,Munn,6987003,singer-songwriter pop,0.646,0.576,2.0,-7.827,1.0,0.071,0.449,0.0,0.342,0.375,149.821,audio_features,2OZNEa3tW5HKAaAQqnJope,spotify:track:2OZNEa3tW5HKAaAQqnJope,https://api.spotify.com/v1/tracks/2OZNEa3tW5HKAaAQqnJope,https://api.spotify.com/v1/audio-analysis/2OZNEa3tW5HKAaAQqnJope,185600.0,4.0
can't control her,heldclose,197647,,,,,,,,,,,,,,,,,,,
candayapple (feat. Paul Wall & Riff Raff),blackbear,84841,pop,0.53,0.748,10.0,-3.013,0.0,0.331,0.287,0.0,0.414,0.887,120.259,audio_features,7g838qJvNsRt5fbHaleo2q,spotify:track:7g838qJvNsRt5fbHaleo2q,https://api.spotify.com/v1/tracks/7g838qJvNsRt5fbHaleo2q,https://api.spotify.com/v1/audio-analysis/7g838qJvNsRt5fbHaleo2q,274732.0,4.0
candy,guccihighwaters,156730,cloud rap,0.644,0.595,6.0,-5.824,0.0,0.0371,0.472,0.0,0.125,0.31,82.561,audio_features,5IrC1UAnYw3SyfV9ER03ON,spotify:track:5IrC1UAnYw3SyfV9ER03ON,https://api.spotify.com/v1/tracks/5IrC1UAnYw3SyfV9ER03ON,https://api.spotify.com/v1/audio-analysis/5IrC1UAnYw3SyfV9ER03ON,156730.0,4.0
cardigan,Taylor Swift,1693584,pop,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560.0,4.0
carpool,Zachary Knowles,165905,bedroom soul,0.565,0.612,10.0,-9.167,1.0,0.163,0.457,4.89e-05,0.0823,0.522,171.876,audio_features,1nfYgAwhHh37Kl6Z0YQf7Q,spotify:track:1nfYgAwhHh37Kl6Z0YQf7Q,https://api.spotify.com/v1/tracks/1nfYgAwhHh37Kl6Z0YQf7Q,https://api.spotify.com/v1/audio-analysis/1nfYgAwhHh37Kl6Z0YQf7Q,164665.0,4.0
cerulean.,Gabriel Cavalcanti,245332,lo-fi brasileiro,0.579,0.0741,5.0,-21.105,1.0,0.0266,0.923,0.9,0.0846,0.196,90.073,audio_features,2eORR9aSjyp16BxFRbJTFh,spotify:track:2eORR9aSjyp16BxFRbJTFh,https://api.spotify.com/v1/tracks/2eORR9aSjyp16BxFRbJTFh,https://api.spotify.com/v1/audio-analysis/2eORR9aSjyp16BxFRbJTFh,122667.0,4.0
chance with you,mehro,2241,gen z singer-songwriter,0.562,0.494,4.0,-8.13,0.0,0.0278,0.864,0.0259,0.153,0.383,144.104,audio_features,7qFtcljd0PZ5kJZos70YjT,spotify:track:7qFtcljd0PZ5kJZos70YjT,https://api.spotify.com/v1/tracks/7qFtcljd0PZ5kJZos70YjT,https://api.spotify.com/v1/audio-analysis/7qFtcljd0PZ5kJZos70YjT,215516.0,4.0
change,The Field Tapes,461325,ambient guitar,0.661,0.259,2.0,-14.413,1.0,0.0351,0.927,0.382,0.0603,0.252,93.909,audio_features,7d92SHonFmiOdeyp4BEdTC,spotify:track:7d92SHonFmiOdeyp4BEdTC,https://api.spotify.com/v1/tracks/7d92SHonFmiOdeyp4BEdTC,https://api.spotify.com/v1/audio-analysis/7d92SHonFmiOdeyp4BEdTC,153776.0,4.0
change ur mind,Sarcastic Sounds,4848471,lo-fi chill,0.627,0.575,4.0,-7.38,1.0,0.232,0.78,0.0,0.336,0.494,78.546,audio_features,58Mh6zmqSo9IvysPAXnG0h,spotify:track:58Mh6zmqSo9IvysPAXnG0h,https://api.spotify.com/v1/tracks/58Mh6zmqSo9IvysPAXnG0h,https://api.spotify.com/v1/audio-analysis/58Mh6zmqSo9IvysPAXnG0h,183451.0,4.0
chateau,blackbear,212777,pop,0.665,0.635,11.0,-5.763,0.0,0.0446,0.0516,0.0,0.367,0.472,97.974,audio_features,5IdrsGhB8D7RwNwGra9V6i,spotify:track:5IdrsGhB8D7RwNwGra9V6i,https://api.spotify.com/v1/tracks/5IdrsGhB8D7RwNwGra9V6i,https://api.spotify.com/v1/audio-analysis/5IdrsGhB8D7RwNwGra9V6i,212927.0,4.0
city,Zachary Knowles,1865860,bedroom soul,0.781,0.666,2.0,-5.547,1.0,0.0639,0.00916,0.0,0.1,0.561,130.005,audio_features,7ezWFPZxTDiQMl7NlAXdkR,spotify:track:7ezWFPZxTDiQMl7NlAXdkR,https://api.spotify.com/v1/tracks/7ezWFPZxTDiQMl7NlAXdkR,https://api.spotify.com/v1/audio-analysis/7ezWFPZxTDiQMl7NlAXdkR,141329.0,4.0
closer,Hinshi,46420,lo-fi chill,0.586,0.121,11.0,-18.214,1.0,0.0321,0.92,0.106,0.0832,0.173,92.018,audio_features,6YnthMWv62JY3ka2YAvCCh,spotify:track:6YnthMWv62JY3ka2YAvCCh,https://api.spotify.com/v1/tracks/6YnthMWv62JY3ka2YAvCCh,https://api.spotify.com/v1/audio-analysis/6YnthMWv62JY3ka2YAvCCh,115435.0,4.0
